EEID,Full Name,Job Title,Department,Business Unit,Gender,Ethnicity,Age,Hire Date,Annual Salary,Bonus %,Country,City,Exit Date,,
E04132,KINSLEY HENRY,Director,Marketing,Manufacturing,Female,Black,45,29-02-2008,"$1,50,577 ",25% ,United States,Miami,,,
E04136,MASON CAO,Analyst II,Finance,Corporate,Male,Asian,52,14-09-2017,"$74,449 ",0% ,China,Beijing,,,
E04150,NATALIA VU,Analyst,Accounting,Research & Development,Female,Asian,54,29-12-2006,"$55,518 ",0% ,United States,Columbus,,,
E04152,ADELINE HUANG,,Engineering,Manufacturing,Female,Asian,34,16-12-2019,"$99,989 ",0% ,China,Chengdu,,,
E04155,DYLAN DOMINGUEZ,Sr. Analyst,Marketing,Research & Development,Male,Latino,42,07-04-2015,"$99,697 ",0% ,Brazil,Rio de Janerio,,,
E04157,WILLIAM CAO,Sr. Analyst,Marketing,Manufacturing,Male,Asian,63,12-02-2017,"$77,629 ",0% ,China,Beijing,,,
E04163,DAVID HERRERA,Engineering Manager,Engineering,Speciality Products,Male,Latino,32,09-10-2021,"$1,02,298 ",13% ,Brazil,Rio de Janerio,,,
E04165,SOPHIE VANG,Sr. Manger,Marketing,Manufacturing,Female,Asian,25,14-09-2021,"$1,36,810 ",14% ,China,Chongqing,,,
E04167,HENRY ALVAREZ,Sr. Business Partner,Human Resources,Manufacturing,Male,Latino,48,12-04-2005,"$87,158 ",0% ,Brazil,Manaus,,,
E04168,MILA JUAREZ,Manager,Sales,Speciality Products,Female,Latino,38,21-09-2017,"$1,19,647 ",9% ,Brazil,Sao Paulo,,,
E04170,GRAYSON CHIN,Vice President,IT,Research & Development,Male,Asian,26,09-05-2020,"$2,56,561 ",39% ,United States,Austin,,,
E04174,MAVERICK HENRY,Computer Systems Manager,IT,Research & Development,Male,Caucasian,26,10-07-2019,"$69,110 ",5% ,United States,Chicago,,,
E04189,ARIANA KIM,Network Architect,IT,Manufacturing,Female,Asian,33,29-06-2014,"$96,366 ",0% ,China,Chengdu,,,
E04194,MADISON KUMAR,Director,Accounting,Speciality Products,Female,Asian,55,17-10-2010,"$1,88,727 ",23% ,China,Chengdu,,,
E04207,JOHN CONTRERAS,Analyst II,Marketing,Manufacturing,Male,Latino,35,15-05-2011,"$66,889 ",0% ,United States,Columbus,,,
E04213,HAILEY XI,Manager,Accounting,Corporate,Female,Asian,52,19-11-2021,"$1,11,006 ",8% ,China,Chongqing,,,
E04217,LYDIA WILLIAMS,System Administrator ,IT,Manufacturing,Female,Black,35,29-10-2014,"$91,592 ",0% ,United States,Chicago,,,
E04221,ROMAN KING,Analyst II,Finance,Corporate,Male,Caucasian,60,16-08-2007,"$58,671 ",0% ,United States,Columbus,,,
E04222,QUINN XIONG,Test Engineer,Engineering,Research & Development,Female,Asian,55,08-09-2013,"$73,248 ",0% ,United States,Columbus,,,
E04224,LUCAS RAMOS,Sr. Business Partner,Human Resources,Speciality Products,Male,Latino,56,21-01-1998,"$72,303 ",0% ,United States,Phoenix,,,
E04226,ANDREW MOORE,Operations Engineer,Engineering,Manufacturing,Male,Caucasian,47,02-01-2001,"$1,20,628 ",0% ,United States,Chicago,,,
E04239,EVERLEIGH NG,Sr. Manger,Finance,Research & Development,Female,Asian,51,10-06-2021,"$1,46,742 ",10% ,China,Shanghai,,,
E04242,ALICE LOPEZ,Test Engineer,Engineering,Speciality Products,Female,Latino,48,27-06-2009,"$82,907 ",0% ,United States,Seattle,,,
E04247,CAMILA EVANS,Manager,Marketing,Research & Development,Female,Black,55,20-12-1992,"$1,13,950 ",9% ,United States,Miami,,,
E04249,HADLEY DANG,Vice President,Accounting,Corporate,Female,Asian,47,26-12-2021,"$2,43,568 ",33% ,United States,Austin,,,
E04265,NATALIA DIAZ,Operations Engineer,Engineering,Corporate,Female,Latino,62,12-10-2006,"$79,785 ",0% ,United States,Austin,,,
E04267,GREYSON SANDERS,Cloud Infrastructure Architect,IT,Speciality Products,Male,Black,28,06-03-2019,"$90,304 ",0% ,United States,Chicago,,,
E04277,ZOE DO,Analyst II,Sales,Speciality Products,Female,Asian,60,08-01-2014,"$51,877 ",0% ,China,Beijing,,,
E04285,RILEY PADILLA,Technical Architect,IT,Manufacturing,Female,Latino,35,15-05-2013,"$78,940 ",0% ,United States,Miami,,,
E04288,ELLA WHITE,Development Engineer,Engineering,Manufacturing,Female,Caucasian,25,20-01-2020,"$71,359 ",0% ,United States,Phoenix,,,
E04290,HANNAH GOMEZ,Technical Architect,IT,Manufacturing,Female,Latino,25,11-05-2021,"$83,934 ",0% ,United States,Miami,,,
E04299,PAISLEY HALL,Director,Human Resources,Speciality Products,Female,Caucasian,41,21-05-2010,"$1,53,275 ",24% ,United States,Columbus,,,
E04308,KAI FLORES,Development Engineer,Engineering,Manufacturing,Male,Latino,35,23-05-2017,"$65,566 ",0% ,United States,Seattle,,,
E04323,MELODY VALDEZ,Director,IT,Manufacturing,Female,Latino,28,25-01-2021,"$1,60,385 ",23% ,United States,Miami,18-05-2021,,
E04332,LUKE MARTIN,Analyst,Finance,Manufacturing,Male,Black,25,16-05-2020,"$41,336 ",0% ,United States,Miami,20-05-2021,,
E04335,PARKER ALLEN,Sr. Analyst,Sales,Speciality Products,Male,Caucasian,31,13-08-2018,"$81,828 ",0% ,United States,Miami,,,
E04342,SAMANTHA BARNES,Vice President,Marketing,Speciality Products,Female,Caucasian,29,05-01-2017,"$1,90,401 ",37% ,United States,Columbus,,,
E04345,ELIANA GRANT,Engineering Manager,Engineering,Speciality Products,Female,Caucasian,64,20-06-1994,"$1,09,456 ",10% ,United States,Chicago,,,
E04348,NATALIA OWENS,Manager,Human Resources,Manufacturing,Female,Caucasian,31,18-01-2021,"$1,04,162 ",7% ,United States,Austin,,,
E04354,RAELYNN RIOS,Vice President,Sales,Manufacturing,Female,Latino,43,21-08-2016,"$2,58,498 ",35% ,United States,Columbus,,,
E04358,GRAYSON SOTO,Business Partner,Human Resources,Manufacturing,Male,Latino,34,03-08-2015,"$52,200 ",0% ,United States,Columbus,,,
E04359,GREYSON LAM,Vice President,Accounting,Manufacturing,Male,Asian,25,08-02-2021,"$1,98,243 ",31% ,United States,Miami,,,
E04363,SAVANNAH SINGH,Director,Marketing,Speciality Products,Female,Asian,53,20-06-1997,"$1,64,399 ",25% ,United States,Seattle,,,
E04369,SANTIAGO F GRAY,Quality Engineer,Engineering,Corporate,Male,Caucasian,27,11-09-2018,"$80,745 ",0% ,United States,Chicago,,,
E04378,EZRA SIMMONS,Network Administrator,IT,Manufacturing,Male,Black,31,07-05-2016,"$71,192 ",0% ,United States,Austin,,,
E04379,SCARLETT RODRIGUEZ,Sr. Analyst,Finance,Manufacturing,Female,Latino,60,24-02-2007,"$71,699 ",0% ,Brazil,Manaus,,,
E04380,NAOMI WASHINGTON,Manager,IT,Speciality Products,Female,Caucasian,51,13-03-2020,"$1,07,195 ",9% ,United States,Austin,,,
E04386,CAMERON POWELL,Business Partner,Human Resources,Manufacturing,Male,Black,41,20-08-2004,"$49,186 ",0% ,United States,Austin,17-06-2008,,
E04387,EVERLEIGH WHITE,Network Architect,IT,Speciality Products,Female,Caucasian,59,20-10-2017,"$86,831 ",0% ,United States,Phoenix,,,
E04398,OLIVER YANG,Director,Marketing,Speciality Products,Male,Asian,31,10-06-2019,"$1,76,710 ",15% ,United States,Miami,,,
E04403,DOMINIC HU,Manager,Accounting,Speciality Products,Male,Asian,34,13-02-2012,"$1,18,708 ",7% ,China,Shanghai,,,
E04413,ANDREW THOMAS,Controls Engineer,Engineering,Manufacturing,Male,Caucasian,36,02-12-2016,"$1,13,781 ",0% ,United States,Columbus,,,
E04415,PENELOPE FONG,Director,Accounting,Corporate,Female,Asian,60,14-05-2004,"$1,86,378 ",26% ,China,Chongqing,,,
E04417,CHLOE SALAZAR,Sr. Manger,Human Resources,Speciality Products,Female,Latino,45,22-05-2011,"$1,52,353 ",14% ,United States,Seattle,,,
E04419,SOPHIA AHMED,Sr. Manger,Sales,Speciality Products,Female,Asian,30,13-06-2015,"$1,27,972 ",11% ,United States,Seattle,,,
E04444,BROOKLYN RUIZ,IT Coordinator,IT,Manufacturing,Female,Latino,61,10-08-2014,"$57,446 ",0% ,United States,Phoenix,,,
E04448,ADRIAN RUIZ,Sr. Analyst,Finance,Corporate,Male,Latino,34,04-09-2014,"$95,499 ",0% ,Brazil,Sao Paulo,11-08-2017,,
E04449,MILES HSU,Analyst II,Finance,Research & Development,Male,Asian,55,16-03-2014,"$74,552 ",0% ,China,Chengdu,,,
E04458,ALEXANDER BRYANT,Field Engineer,Engineering,Speciality Products,Male,Caucasian,30,02-10-2021,"$88,758 ",0% ,United States,Seattle,,,
E04464,COOPER YOON,Engineering Manager,Engineering,Research & Development,Male,Asian,60,15-02-2018,"$1,06,079 ",14% ,United States,Austin,09-04-2021,,
E04466,CONNOR BELL,Network Administrator,IT,Corporate,Male,Black,54,01-04-2000,"$76,352 ",0% ,United States,Austin,,,
E04472,ALEXANDER FOSTER,Analyst II,Marketing,Manufacturing,Male,Black,35,03-07-2020,"$51,513 ",0% ,United States,Columbus,,,
E04474,MILA HONG,Test Engineer,,Research & Development,Female,Asian,30,22-05-2017,"$86,858 ",0% ,China,Chongqing,08-10-2017,,
E04477,CONNOR GRANT,Sr. Analyst,Accounting,Speciality Products,Male,Caucasian,27,13-10-2021,"$74,077 ",0% ,United States,Seattle,,,
E04484,VIVIAN THAO,Quality Engineer,Engineering,Research & Development,Female,Asian,45,23-04-2015,"$60,017 ",0% ,United States,Chicago,,,
E04487,AUDREY HWANG,Sr. Analyst,Accounting,Speciality Products,Female,Asian,45,17-06-2020,"$89,841 ",0% ,China,Beijing,,,
E04491,NATHAN CHAN,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,45,02-03-2000,"$91,276 ",0% ,United States,Seattle,,,
E04504,JAMESON ALVARADO,Enterprise Architect,IT,Manufacturing,Male,Latino,47,14-03-1999,"$92,897 ",0% ,Brazil,Sao Paulo,,,
E04517,AMELIA CHOI,Manager,Marketing,Speciality Products,Female,Asian,43,11-06-2006,"$1,17,278 ",9% ,United States,Miami,,,
E04529,GABRIEL YU,Technical Architect,IT,Speciality Products,Male,Asian,42,23-06-2014,"$64,677 ",0% ,China,Chongqing,,,
E04533,    EASTON BAILEY,Manager,Accounting,Manufacturing,Male,Caucasian,29,25-01-2019,"$1,13,527 ",6% ,United States,Austin,,,
E04535,CHARLOTTE VO,System Administrator ,IT,Speciality Products,Female,Asian,57,10-01-2014,"$74,854 ",0% ,United States,Seattle,,,
E04536,LAYLA SCOTT,Sr. Manger,Accounting,Speciality Products,Female,Caucasian,48,30-07-2010,"$1,24,774 ",12% ,United States,Phoenix,,,
E04538,ADELINE YANG,Cloud Infrastructure Architect,IT,Corporate,Female,Asian,53,20-07-2011,"$86,173 ",0% ,China,Chongqing,,,
E04542,CAMILA CORTEZ,Manager,Marketing,Manufacturing,Female,Latino,29,09-05-2021,"$1,29,541 ",8% ,United States,Phoenix,24-05-2021,,
E04545,ABIGAIL MEJIA,Quality Engineer,Engineering,Corporate,Female,Latino,56,05-02-2005,"$98,581 ",0% ,Brazil,Rio de Janerio,,,
E04546,JADE HUNTER,Cloud Infrastructure Architect,IT,Corporate,Female,Caucasian,42,05-02-2020,"$96,636 ",0% ,United States,Columbus,,,
E04547,AVERY GRANT,Enterprise Architect,IT,Research & Development,Female,Caucasian,49,05-03-2014,"$88,777 ",0% ,United States,Chicago,,,
E04562,XAVIER ZHENG,Account Representative,Sales,Manufacturing,Male,Asian,31,22-07-2017,"$55,854 ",0% ,United States,Austin,,,
E04564,LUKE SANCHEZ,Sr. Manger,Human Resources,Manufacturing,Male,Latino,41,27-12-2015,"$1,29,903 ",13% ,Brazil,Sao Paulo,,,
E04567,MADELINE HOANG,Systems Analyst,IT,Research & Development,Female,Asian,28,25-10-2019,"$50,111 ",0% ,China,Chengdu,,,
E04568,RYLEE YU,Vice President,Finance,Speciality Products,Female,Asian,54,10-07-2011,"$2,47,022 ",30% ,China,Beijing,,,
E04571,HADLEY CONTRERAS,Director,Engineering,Corporate,Female,Latino,60,04-01-2017,"$1,78,502 ",20% ,United States,Austin,,,
E04572,JADE LI,Director,IT,Speciality Products,Female,Asian,47,26-10-2012,"$1,83,156 ",30% ,United States,Seattle,,,
E04590,ISAAC SANDERS,HRIS Analyst,Human Resources,Manufacturing,Male,Caucasian,49,29-03-2001,"$57,606 ",0% ,United States,Miami,,,
E04598,VIOLET GARCIA,Sr. Analyst,Marketing,Speciality Products,Female,Latino,35,10-01-2017,"$80,622 ",0% ,United States,Austin,,,
E04600,WILLIAM VU,Account Representative,Sales,Speciality Products,Male,Asian,37,14-11-2013,"$56,037 ",0% ,China,Shanghai,,,
E04601,ALLISON AYALA,Analyst,Finance,Corporate,Female,Latino,36,30-06-2009,"$43,363 ",0% ,United States,Austin,,,
E04607,LANDON BROWN,Vice President,Marketing,Corporate,Male,Caucasian,26,27-09-2020,"$2,23,055 ",30% ,United States,Columbus,,,
E04618,MASON ZHAO,Technical Architect,IT,Research & Development,Male,Asian,46,26-10-2021,"$94,790 ",0% ,China,Chongqing,,,
E04625,ADAM DANG,Director,Sales,Research & Development,Male,Asian,45,09-07-2002,"$1,66,331 ",18% ,China,Chongqing,,,
E04630,MARIA GRIFFIN,Manager,Marketing,Manufacturing,Female,Caucasian,59,25-04-2007,"$1,29,708 ",5% ,United States,Miami,,,
E04636,HAILEY YEE,Account Representative,Sales,Research & Development,Female,Asian,54,16-03-2021,"$56,239 ",0% ,China,Chongqing,,,
E04637,SAMUEL SONG,Director,Sales,Corporate,Male,Asian,31,29-06-2015,"$1,91,026 ",16% ,United States,Columbus,,,
E04639,LUNA TAYLOR,Network Administrator,IT,Manufacturing,Female,Caucasian,47,28-07-2018,"$87,806 ",0% ,United States,Seattle,,,
E04641,SCARLETT HILL,Director,Engineering,Speciality Products,Female,Black,45,22-04-2018,"$1,87,205 ",24% ,United States,Columbus,20-06-2022,,
E04645,ELIAS AHMED,Vice President,Marketing,Corporate,Male,Asian,57,04-08-2017,"$1,83,190 ",36% ,United States,Chicago,,,
E04662,JULIA MORRIS,Sr. Manger,Human Resources,Corporate,Female,Caucasian,60,18-10-2008,"$1,50,855 ",11% ,United States,Phoenix,,,
E04670,ANGEL DO,IT Systems Architect,IT,Speciality Products,Male,Asian,34,20-09-2019,"$94,735 ",0% ,China,Beijing,,,
E04682,COLTON THAO,Manager,Human Resources,Manufacturing,Male,Asian,55,16-11-1995,"$1,25,936 ",8% ,China,Chongqing,,,
E04683,EZEKIEL DELGADO,Director,Engineering,Speciality Products,Male,Latino,40,07-02-2020,"$1,87,187 ",18% ,Brazil,Manaus,,,
E04697,ELEANOR WILLIAMS,Enterprise Architect,IT,Speciality Products,Female,Caucasian,61,09-02-2005,"$64,462 ",0% ,United States,Chicago,,,
E04699,IVY TANG,Development Engineer,Engineering,Speciality Products,Female,Asian,48,03-05-2012,"$65,340 ",0% ,China,Shanghai,09-05-2018,,
E04720,CHRISTOPHER CHUNG,Controls Engineer,Engineering,Corporate,Male,Asian,28,18-12-2021,"$95,670 ",0% ,United States,Phoenix,,,
E04729,EZEKIEL FONG,Vice President,Sales,Research & Development,Male,Asian,56,25-02-2004,"$2,16,949 ",32% ,China,Shanghai,,,
E04732,EVA RIVERA,Director,Sales,Manufacturing,Female,Latino,36,02-04-2021,,21% ,United States,Miami,,,
E04735,NOVA COLEMAN,System Administrator ,IT,Manufacturing,Female,Caucasian,44,13-12-2006,"$74,738 ",0% ,United States,Miami,,,
E04739,RUBY WASHINGTON,Analyst,Marketing,Research & Development,Female,Black,65,17-06-2011,"$56,686 ",0% ,United States,Seattle,09-06-2015,,
E04742,KINSLEY VEGA,Vice President,Accounting,Corporate,Female,Latino,33,16-12-2020,"$2,58,426 ",40% ,Brazil,Rio de Janerio,,,
E04749,CAROLINE PHAN,Sr. Manger,Finance,Corporate,Female,Asian,41,14-03-2004,"$1,55,004 ",12% ,United States,Austin,,,
E04751,GRAYSON JAMES,Operations Engineer,Engineering,Speciality Products,Male,Caucasian,54,05-12-2010,"$1,13,982 ",0% ,United States,Seattle,,,
E04756,AIDEN LE,Cloud Infrastructure Architect,IT,Corporate,Male,Asian,55,24-12-1994,"$99,774 ",0% ,United States,Austin,,,
E04762,AUDREY RICHARDSON,Director,IT,Manufacturing,Female,Caucasian,46,06-10-2018,"$1,66,259 ",17% ,United States,Chicago,,,
E04766,LYLA YOON,Vice President,Accounting,Manufacturing,Female,Asian,38,13-12-2012,"$1,91,571 ",32% ,United States,Austin,,,
E04769,MILA LEUNG,Sr. Analyst,Marketing,Corporate,Female,Asian,39,05-11-2007,"$99,017 ",0% ,China,Beijing,,,
E04779,CAMERON YOUNG,Vice President,Engineering,Manufacturing,Male,Caucasian,63,18-01-2016,"$1,80,994 ",39% ,United States,Seattle,,,
E04784,JOSHUA LIN,Technical Architect,IT,Research & Development,Male,Asian,37,05-02-2016,"$80,055 ",0% ,China,Beijing,,,
E04795,ELOISE ALEXANDER,Vice President,Human Resources,Corporate,Female,Black,28,21-01-2018,"$2,08,210 ",30% ,United States,Seattle,,,
E04798,AURORA ALI,Manager,Marketing,Research & Development,Female,Asian,30,24-04-2016,"$1,20,341 ",7% ,United States,Seattle,,,
E04799,MILA ROBERTS,Sr. Business Partner,Human Resources,Corporate,Female,Caucasian,30,26-01-2017,"$88,663 ",0% ,United States,Phoenix,,,
E04800,ELI HAN,Sr. Analyst,Accounting,Manufacturing,Male,Asian,40,15-01-2016,"$89,984 ",0% ,China,Chengdu,,,
E04802,LUCY FONG,Sr. Account Representative,Sales,Corporate,Female,Asian,40,20-01-2011,"$96,719 ",0% ,China,Chengdu,,,
E04811,ATHENA VASQUEZ,Field Engineer,Engineering,Speciality Products,Female,Latino,59,16-09-2014,"$69,578 ",0% ,Brazil,Rio de Janerio,,,
E04816,JACE ZHANG,Service Desk Analyst,IT,Speciality Products,Male,Asian,31,14-02-2017,"$95,963 ",0% ,China,Chengdu,,,
E04817,ZOE SANCHEZ,Sr. Analyst,Accounting,Research & Development,Female,Latino,53,23-12-2004,"$90,212 ",0% ,Brazil,Sao Paulo,,,
E04853,VIVIAN CHU,Sr. Account Representative,Sales,Research & Development,Female,Asian,46,17-01-2021,"$72,131 ",0% ,China,Shanghai,,,
E04871,LIAM GRANT,Sr. Business Partner,Human Resources,Research & Development,Male,Caucasian,30,15-03-2015,"$93,734 ",0% ,United States,Phoenix,,,
E04872,ISAAC STEWART,Director,Marketing,Speciality Products,Male,Caucasian,25,15-08-2020,"$1,72,007 ",26% ,United States,Miami,,,
E04877,SAMUEL VEGA,Analyst II,Marketing,Speciality Products,Male,Latino,37,30-03-2013,"$69,570 ",0% ,United States,Miami,,,
E04887,EMERY DO,Account Representative,Sales,Research & Development,Female,Asian,40,16-03-2018,"$55,457 ",0% ,United States,Columbus,,,
E04888,ELIJAH HENRY,Manager,IT,Corporate,Male,Caucasian,32,03-01-2014,"$1,27,148 ",10% ,United States,Miami,,,
E04890,ELEANOR CHAN,Sr. Manger,Accounting,Manufacturing,Female,Asian,49,02-04-2001,"$1,29,124 ",12% ,China,Shanghai,,,
E04903,SKYLAR LIU,Director,IT,Research & Development,Female,Asian,29,09-08-2020,"$1,61,203 ",15% ,China,Chengdu,,,
E04917,EVERLEIGH WASHINGTON,HRIS Analyst,Human Resources,Research & Development,Female,Caucasian,64,20-10-2001,"$64,057 ",0% ,United States,Phoenix,,,
E04920,NEVAEH HSU,Sr. Manger,Human Resources,Manufacturing,Female,Asian,32,14-04-2017,"$1,54,956 ",13% ,United States,Phoenix,,,
E04925,ATHENA JORDAN,System Administrator ,IT,Manufacturing,Female,Black,42,19-02-2011,"$72,486 ",0% ,United States,Seattle,,,
E04926,EMMA LUNA,Field Engineer,Engineering,Speciality Products,Female,Latino,52,25-03-2008,"$97,398 ",0% ,Brazil,Manaus,,,
E04927,EZEKIEL BRYANT,Sr. Analyst,Finance,Manufacturing,Male,Caucasian,55,19-07-2002,"$77,396 ",0% ,United States,Miami,,,
E04931,ZOE ROMERO,Network Architect,IT,Manufacturing,Female,Latino,32,05-10-2021,"$88,072 ",0% ,Brazil,Sao Paulo,,,
E04937,IAN NGO,Manager,Sales,Speciality Products,Male,Asian,52,07-08-2014,"$1,17,062 ",7% ,United States,Phoenix,,,
E04938,BROOKLYN DANIELS,Analyst,Marketing,Speciality Products,Female,Caucasian,64,10-02-2003,"$57,032 ",0% ,United States,Miami,,,
E04940,    HUDSON WILLIAMS,Vice President,Sales,Speciality Products,Male,Black,36,19-03-2018,"$1,95,200 ",36% ,United States,Austin,,,
E04952,PAISLEY GOMEZ,Sr. Analyst,Sales,Manufacturing,Female,Latino,57,02-10-2007,"$98,150 ",0% ,Brazil,Rio de Janerio,,,
E04959,NOAH KING,Development Engineer,Engineering,Speciality Products,Male,Black,56,27-01-2015,"$62,575 ",0% ,United States,Miami,,,
E04962,ELENA TAN,Vice President,Engineering,Manufacturing,Female,Asian,50,13-10-2008,"$1,81,801 ",40% ,China,Chongqing,11-12-2019,,
E04969,ABIGAIL VANG,Operations Engineer,Engineering,Research & Development,Female,Asian,40,09-09-2016,"$1,09,680 ",0% ,China,Chengdu,,,
E04972,LOGAN BRYANT,Sr. Manger,Marketing,Speciality Products,Male,Caucasian,30,18-07-2020,"$1,48,485 ",15% ,United States,Miami,,,
E04978,PEYTON HARRIS,Enterprise Architect,IT,Research & Development,Female,Caucasian,45,05-04-2009,"$64,505 ",0% ,United States,Miami,,,
E04994,BELLA HOLMES,Director,Accounting,Research & Development,Female,Caucasian,35,26-06-2017,"$1,61,269 ",27% ,United States,Miami,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
